centroid_x,centroid_y,period_count,supporting_periods,node_ids_json,network_criticality,removal_impact,period_persistence,parameter_stability,total_score,any_top20,ambiguous_match_count,match_id,target_cluster,target_id,geometry_wkt
15374438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 647, ""海西期"": 876}",0.7603262885710287,0.0,0.5,0.5,0.46611420099986,True,0,M01939,8,T009,"POLYGON ((15373126.94 5058944.148, 15376126.94 5058944.148, 15376126.94 5055944.148, 15373126.94 5055944.148, 15373126.94 5058944.148))"
15377438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 696, ""海西期"": 937}",0.7531537657106685,0.0,0.5,0.5,0.46360381799873396,True,0,M01940,8,T009,"POLYGON ((15376126.94 5058944.148, 15379126.94 5058944.148, 15379126.94 5055944.148, 15376126.94 5055944.148, 15376126.94 5058944.148))"
15383438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 794, ""海西期"": 1059}",0.7103297182343784,0.0,0.5,0.5,0.44861540138203243,True,0,M01942,8,T009,"POLYGON ((15382126.94 5058944.148, 15385126.94 5058944.148, 15385126.94 5055944.148, 15382126.94 5055944.148, 15382126.94 5058944.148))"
15404438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 1137, ""海西期"": 1486}",0.8181297998499204,0.0,0.5,0.5,0.48634542994747215,True,0,M01949,7,T008,"POLYGON ((15403126.94 5058944.148, 15406126.94 5058944.148, 15406126.94 5055944.148, 15403126.94 5055944.148, 15403126.94 5058944.148))"
15407438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 1186, ""海西期"": 1547}",0.8234343400278172,0.0,0.5,0.5,0.48820201900973603,True,0,M01950,7,T008,"POLYGON ((15406126.94 5058944.148, 15409126.94 5058944.148, 15409126.94 5055944.148, 15406126.94 5055944.148, 15406126.94 5058944.148))"
15410438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 1235, ""海西期"": 1608}",0.8134779750949238,0.0,0.5,0.5,0.48471729128322333,True,0,M01951,7,T008,"POLYGON ((15409126.94 5058944.148, 15412126.94 5058944.148, 15412126.94 5055944.148, 15409126.94 5055944.148, 15409126.94 5058944.148))"
15446438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 1823, ""海西期"": 2340}",0.8050707908380883,0.0,0.5,0.5,0.4817747767933309,True,0,M01963,4,T005,"POLYGON ((15445126.94 5058944.148, 15448126.94 5058944.148, 15448126.94 5055944.148, 15445126.94 5055944.148, 15445126.94 5058944.148))"
15449438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 1872, ""海西期"": 2401}",0.7916381400251711,0.0,0.5,0.5,0.4770733490088099,True,0,M01964,10,T012,"POLYGON ((15448126.94 5058944.148, 15451126.94 5058944.148, 15451126.94 5055944.148, 15448126.94 5055944.148, 15448126.94 5058944.148))"
15485438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 2460, ""海西期"": 3133}",0.6740883611601147,0.0,0.5,0.5,0.43593092640604014,True,0,M01976,53,T011,"POLYGON ((15484126.94 5058944.148, 15487126.94 5058944.148, 15487126.94 5055944.148, 15484126.94 5055944.148, 15484126.94 5058944.148))"
15488438.105,5057384.4325,2,喜山期|海西期,"{""喜山期"": 2509, ""海西期"": 3194}",0.7032558895949834,0.0,0.5,0.5,0.44613956135824423,True,0,M01977,53,T011,"POLYGON ((15487126.94 5058944.148, 15490126.94 5058944.148, 15490126.94 5055944.148, 15487126.94 5055944.148, 15487126.94 5058944.148))"
